image_id,product_id,image
270,36,https://image.idus.com/image/files/2ffe5333035541fe963a3b5985fc5e81_720.png
271,36,https://image.idus.com/image/files/127eac94b1a4498e9970c8456da02846_720.jpg
272,36,https://image.idus.com/image/files/4cbeef25ada945be9408145c6b9d913d_720.jpg
273,36,https://image.idus.com/image/files/c0755d896eb04754ac889dc6806eb702_720.jpg
274,36,https://image.idus.com/image/files/671e45401f7f442badd865155de29695_720.jpg
275,36,https://image.idus.com/image/files/2985c919cc8541549e5ffe87a57ed90d_720.jpg
276,36,https://image.idus.com/image/files/a32a339d4f754cd88d917c4823bc5d06_720.jpg
277,36,https://image.idus.com/image/files/46e7dc8db2724bfabb538c57708f8dc3_720.png
278,37,https://image.idus.com/image/files/e324291a01b54d8cbec6011d8528fb40_720.jpg
279,37,https://image.idus.com/image/files/94c5abdf33a94dfbbcb37732722430d1_720.jpg
280,37,https://image.idus.com/image/files/d1445ed06ea2432da05c5adb82569692_720.jpg
281,37,https://image.idus.com/image/files/f5efdcd42b9147abbbfae7a3e9c81c91_720.jpg
282,37,https://image.idus.com/image/files/91496bfdde0a49ba9882ddc939595547_720.jpg
283,37,https://image.idus.com/image/files/53eaa112bf574b558dd5a1d59c76d253_720.jpg
284,37,https://image.idus.com/image/files/c9d776e1bbfa461ea2c588ad2f0922a7_720.jpg
285,37,https://image.idus.com/image/files/814014461d444796babf13fc00eb62dd_720.jpg
286,37,https://image.idus.com/image/files/c2bcf39ab247446db05712211af06ec6_720.jpg
287,38,https://image.idus.com/image/files/87c04ae88dae402888db4878aa4de8b3_720.jpg
288,38,https://image.idus.com/image/files/bd8bec0e3b1740a98b35ec60dc6edd2c_720.jpg
289,38,https://image.idus.com/image/files/70ddef1fdfb845abbe8393dd55f8fe14_720.jpg
290,38,https://image.idus.com/image/files/8568c2f481fb45cd9ed20304d10ede47_720.jpg
291,38,https://image.idus.com/image/files/aa694087f93a49228a9f1c4944be7d60_720.jpg
292,38,https://image.idus.com/image/files/5722aa9b914f4718a815c6f9ecbb871c_720.jpg
293,38,https://image.idus.com/image/files/1a81e3debe074dddb815163087e822b0_720.jpg
294,38,https://image.idus.com/image/files/0b4abd15ea984353a94e49ca1ff6618e_720.jpg
295,38,https://image.idus.com/image/files/55757806d96d4f1fba44f4e3b347bcf0_720.jpg
296,39,https://image.idus.com/image/files/5649cb128b4f4cbb8ba25bda33a05b91_720.jpg
